price,rooms,total_area_m2,floor,address,title,url
17 500 000 ₽440 806 ₽/м²,2,39.7 м²,6/16,Москва,"2-комн. квартира, 39,7 м², 6/16 этаж",https://www.cian.ru/cat.php?id_user=12696435&deal_type=sale&flat=yes&engine_version=2
26 900 000 ₽689 744 ₽/м²,2,39 м²,12/20,Москва,"2-комн. квартира, 39 м², 12/20 этаж",https://www.cian.ru/cat.php?id_user=1663426&deal_type=sale&flat=yes&engine_version=2
14 490 000 ₽439 091 ₽/м²,1,33 м²,4/7,Москва,Однокомнатный Апартамент! ТОП!,https://www.cian.ru/cat.php?id_user=7178164&deal_type=sale&flat=yes&engine_version=2
12 300 000 ₽349 432 ₽/м²,2,35.2 м²,9/16,Москва,"2-комн. квартира, 35,2 м², 9/16 этаж",https://www.cian.ru/cat.php?id_user=454&deal_type=sale&flat=yes&engine_version=2
16 900 000 ₽286 441 ₽/м²,2,59 м²,12/17,Москва,"2-комн. квартира, 59 м², 12/17 этаж",https://www.cian.ru/cat.php?id_user=32261&deal_type=sale&flat=yes&engine_version=2
15 000 000 ₽382 653 ₽/м²,2,39.2 м²,10/12,Москва,"2-комн. квартира, 39,2 м², 10/12 этаж",https://www.cian.ru/cat.php?id_user=107948029&deal_type=sale&flat=yes&engine_version=2
23 990 000 ₽681 534 ₽/м²,1,35.2 м²,6/20,Москва,"1-комн. квартира, 35,2 м², 6/20 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
18 600 000 ₽523 944 ₽/м²,1,35.5 м²,9/32,Москва,"1-комн. квартира, 35,5 м², 9/32 этаж",https://www.cian.ru/cat.php?id_user=99633446&deal_type=sale&flat=yes&engine_version=2
24 490 000 ₽462 075 ₽/м²,2,53 м²,17/30,Москва,"2-комн. апартаменты, 53 м², 17/30 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
14 500 000 ₽391 892 ₽/м²,1,37 м²,4/9,Москва,"1-комн. квартира, 37 м², 4/9 этаж",https://www.cian.ru/cat.php?id_user=10913832&deal_type=sale&flat=yes&engine_version=2
13 500 000 ₽320 665 ₽/м²,2,42.1 м²,1/9,Москва,"2-комн. квартира, 42,1 м², 1/9 этаж",https://www.cian.ru/cat.php?id_user=32261&deal_type=sale&flat=yes&engine_version=2
17 500 000 ₽349 301 ₽/м²,2,50.1 м²,2/16,Москва,"2-комн. квартира, 50,1 м², 2/16 этаж",https://www.cian.ru/cat.php?id_user=12696435&deal_type=sale&flat=yes&engine_version=2
14 000 000 ₽346 535 ₽/м²,1,40.4 м²,5/21,Москва,"1-комн. апартаменты, 40,4 м², 5/21 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
26 700 000 ₽702 632 ₽/м²,1,38 м²,19/22,Москва,"1-комн. квартира, 38 м², 19/22 этаж",https://www.cian.ru/cat.php?id_user=48341215&deal_type=sale&flat=yes&engine_version=2
10 700 000 ₽611 429 ₽/м²,1,17.5 м²,10/21,Москва,"1-комн. апартаменты, 17,5 м², 10/21 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
21 400 000 ₽301 834 ₽/м²,3,70.9 м²,13/19,Москва,"3-комн. квартира, 70,9 м², 13/19 этаж",https://www.cian.ru/cat.php?id_user=9679252&deal_type=sale&flat=yes&engine_version=2
27 500 000 ₽532 946 ₽/м²,2,51.6 м²,4/37,Москва,"2-комн. квартира, 51,6 м², 4/37 этаж",https://www.cian.ru/cat.php?id_user=12529436&deal_type=sale&flat=yes&engine_version=2
7 350 000 ₽159 783 ₽/м²,1,46 м²,5/9,Москва,"1-комн. квартира, 46 м², 5/9 этаж",https://www.cian.ru/cat.php?id_user=12323908&deal_type=sale&flat=yes&engine_version=2
10 700 000 ₽611 429 ₽/м²,1,17.5 м²,10/21,Москва,"1-комн. апартаменты, 17,5 м², 10/21 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
24 000 000 ₽595 533 ₽/м²,1,40.3 м²,2/6,Москва,"1-комн. квартира, 40,3 м², 2/6 этаж",https://www.cian.ru/cat.php?id_user=59753183&deal_type=sale&flat=yes&engine_version=2
27 500 000 ₽532 946 ₽/м²,2,51.6 м²,4/37,Москва,"2-комн. квартира, 51,6 м², 4/37 этаж",https://www.cian.ru/cat.php?id_user=12529436&deal_type=sale&flat=yes&engine_version=2
18 800 000 ₽410 480 ₽/м²,1,45.8 м²,21/30,Москва,"1-комн. квартира, 45,8 м², 21/30 этаж",https://www.cian.ru/cat.php?id_user=454&deal_type=sale&flat=yes&engine_version=2
12 590 000 ₽408 766 ₽/м²,1,30.8 м²,15/22,Москва,"1-комн. квартира, 30,8 м², 15/22 этаж",https://www.cian.ru/cat.php?id_user=86432482&deal_type=sale&flat=yes&engine_version=2
10 800 000 ₽329 268 ₽/м²,1,32.8 м²,3/9,Москва,"1-комн. квартира, 32,8 м², 3/9 этаж",https://www.cian.ru/cat.php?id_user=21099&deal_type=sale&flat=yes&engine_version=2
14 400 000 ₽178 439 ₽/м²,4,80.7 м²,6/10,Москва,"4-комн. квартира, 80,7 м², 6/10 этаж",https://www.cian.ru/cat.php?id_user=45262586&deal_type=sale&flat=yes&engine_version=2
15 860 000 ₽254 575 ₽/м²,3,62.3 м²,6/12,Москва,"3к кв., 62.3 м² в Отрадном",https://www.cian.ru/cat.php?id_user=11048289&deal_type=sale&flat=yes&engine_version=2
19 500 000 ₽422 993 ₽/м²,1,46.1 м²,4/25,Москва,"1-комн. апартаменты, 46,1 м², 4/25 этаж",https://www.cian.ru/cat.php?id_user=11048289&deal_type=sale&flat=yes&engine_version=2
18 000 000 ₽500 000 ₽/м²,2,36 м²,5/12,Москва,"2-комн. квартира, 36 м², 5/12 этаж",https://www.cian.ru/cat.php?id_user=12208684&deal_type=sale&flat=yes&engine_version=2
13 300 000 ₽359 459 ₽/м²,1,37 м²,5/16,Москва,"1-комн. квартира, 37 м², 5/16 этаж",https://www.cian.ru/cat.php?id_user=134796&deal_type=sale&flat=yes&engine_version=2
17 550 000 ₽417 857 ₽/м²,2,42 м²,5/5,Москва,Продаётся 2-комнатная квартира,https://www.cian.ru/cat.php?id_user=107948029&deal_type=sale&flat=yes&engine_version=2
21 000 000 ₽266 160 ₽/м²,2,78.9 м²,3/7,Москва,"2-комн. апартаменты, 78,9 м², 3/7 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
24 800 000 ₽576 744 ₽/м²,1,43 м²,18/31,Москва,"1-комн. квартира, 43 м², 18/31 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
17 000 000 ₽379 464 ₽/м²,2,44.8 м²,9/9,Москва,"2-комн. квартира, 44,8 м², 9/9 этаж",https://www.cian.ru/cat.php?id_user=96035971&deal_type=sale&flat=yes&engine_version=2
22 500 000 ₽511 364 ₽/м²,1,44 м²,3/17,Москва,"1-комн. квартира, 44 м², 3/17 этаж",https://www.cian.ru/cat.php?id_user=527019&deal_type=sale&flat=yes&engine_version=2
14 230 000 ₽459 032 ₽/м²,1,31 м²,9/18,Москва,евро двухкомнатные апартаменты,https://www.cian.ru/cat.php?id_user=95363058&deal_type=sale&flat=yes&engine_version=2
24 900 000 ₽507 128 ₽/м²,2,49.1 м²,2/23,Москва,"2-комн. квартира, 49,1 м², 2/23 этаж",https://www.cian.ru/cat.php?id_user=86432482&deal_type=sale&flat=yes&engine_version=2
24 990 000 ₽352 468 ₽/м²,2,70.9 м²,43/44,Москва,"2-комн. квартира, 70,9 м², 43/44 этаж",https://www.cian.ru/cat.php?id_user=86432482&deal_type=sale&flat=yes&engine_version=2
25 000 000 ₽461 255 ₽/м²,3,54.2 м²,10/15,Москва,"3-комн. квартира, 54,2 м², 10/15 этаж",https://www.cian.ru/cat.php?id_user=86432482&deal_type=sale&flat=yes&engine_version=2
25 000 000 ₽714 286 ₽/м²,2,35 м²,10/30,Москва,"2-комн. квартира, 35 м², 10/30 этаж",https://www.cian.ru/cat.php?id_user=32261&deal_type=sale&flat=yes&engine_version=2
25 000 000 ₽238 095 ₽/м²,3,105 м²,18/25,Москва,"3-комн. квартира, 105 м², 18/25 этаж",https://www.cian.ru/cat.php?id_user=9679252&deal_type=sale&flat=yes&engine_version=2
25 000 000 ₽447 227 ₽/м²,1,55.9 м²,15/17,Москва,"1-комн. квартира, 55,9 м², 15/17 этаж",https://www.cian.ru/cat.php?id_user=454&deal_type=sale&flat=yes&engine_version=2
25 000 000 ₽618 812 ₽/м²,1,40.4 м²,22/22,Москва,"1-комн. квартира, 40,4 м², 22/22 этаж",https://www.cian.ru/cat.php?id_user=90136494&deal_type=sale&flat=yes&engine_version=2
25 400 000 ₽263 759 ₽/м²,4,96.3 м²,4/5,Москва,4-комнаты для счастья и уюта!,https://www.cian.ru/cat.php?id_user=11048289&deal_type=sale&flat=yes&engine_version=2
25 500 000 ₽370 102 ₽/м²,3,68.9 м²,4/14,Москва,"3-комн. квартира, 68,9 м², 4/14 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
25 490 000 ₽637 250 ₽/м²,1,40 м²,16/50,Москва,"1-комн. квартира, 40 м², 16/50 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
25 500 000 ₽375 000 ₽/м²,3,68 м²,7/9,Москва,"3-комн. квартира, 68 м², 7/9 этаж",https://www.cian.ru/cat.php?id_user=374032&deal_type=sale&flat=yes&engine_version=2
25 500 000 ₽566 667 ₽/м²,1,45 м²,2/13,Москва,"1-комн. квартира, 45 м², 2/13 этаж",https://www.cian.ru/cat.php?id_user=13407553&deal_type=sale&flat=yes&engine_version=2
25 499 000 ₽258 611 ₽/м²,4,98.6 м²,26/26,Москва,"4-ком. кв., 98.6 м², 26/26 эт.",https://www.cian.ru/cat.php?id_user=11048289&deal_type=sale&flat=yes&engine_version=2
25 500 000 ₽456 989 ₽/м²,3,55.8 м²,2/9,Москва,"3-комн. квартира, 55,8 м², 2/9 этаж",https://www.cian.ru/cat.php?id_user=17817&deal_type=sale&flat=yes&engine_version=2
25 900 000 ₽740 000 ₽/м²,1,35 м²,6/16,Москва,"1-комн. квартира, 35 м², 6/16 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
25 700 000 ₽480 374 ₽/м²,2,53.5 м²,16/16,Москва,"2-комн. квартира, 53,5 м², 16/16 этаж",https://www.cian.ru/cat.php?id_user=86432482&deal_type=sale&flat=yes&engine_version=2
25 699 999 ₽622 276 ₽/м²,1,41.3 м²,11/20,Москва,"1-комн. квартира, 41,3 м², 11/20 этаж",https://www.cian.ru/cat.php?id_user=11048289&deal_type=sale&flat=yes&engine_version=2
25 700 000 ₽480 374 ₽/м²,2,53.5 м²,16/16,Москва,"2-комн. квартира, 53,5 м², 16/16 этаж",https://www.cian.ru/cat.php?id_user=86432482&deal_type=sale&flat=yes&engine_version=2
25 900 000 ₽242 509 ₽/м²,4,106.8 м²,15/22,Москва,"4-комн. квартира, 106,8 м², 15/22 этаж",https://www.cian.ru/cat.php?id_user=12696435&deal_type=sale&flat=yes&engine_version=2
25 800 000 ₽659 847 ₽/м²,1,39.1 м²,8/29,Москва,"1-комн. квартира, 39,1 м², 8/29 этаж",https://www.cian.ru/cat.php?id_user=69180&deal_type=sale&flat=yes&engine_version=2
26 000 000 ₽648 379 ₽/м²,1,40.1 м²,2/34,Москва,"1-комн. квартира, 40,1 м², 2/34 этаж",https://www.cian.ru/cat.php?id_user=21381&deal_type=sale&flat=yes&engine_version=2
26 110 000 ₽643 103 ₽/м²,1,40.6 м²,23/28,Москва,"1-комн. квартира, 40,6 м², 23/28 этаж",https://www.cian.ru/cat.php?id_user=49314598&deal_type=sale&flat=yes&engine_version=2
25 990 000 ₽624 760 ₽/м²,1,41.6 м²,4/50,Москва,"1-комн. квартира, 41,6 м², 4/50 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
26 000 000 ₽348 525 ₽/м²,3,74.6 м²,14/14,Москва,"3-комн. квартира, 74,6 м², 14/14 этаж",https://www.cian.ru/cat.php?id_user=104340&deal_type=sale&flat=yes&engine_version=2
26 000 000 ₽356 164 ₽/м²,2,73 м²,16/30,Москва,"2-комн. квартира, 73 м², 16/30 этаж",https://www.cian.ru/cat.php?id_user=86432482&deal_type=sale&flat=yes&engine_version=2
26 000 000 ₽324 190 ₽/м²,3,80.2 м²,8/29,Москва,"3-комн. квартира, 80,2 м², 8/29 этаж",https://www.cian.ru/cat.php?id_user=48505858&deal_type=sale&flat=yes&engine_version=2
26 500 000 ₽736 111 ₽/м²,1,36 м²,1/5,Москва,"1-комн. квартира, 36 м², 1/5 этаж",https://www.cian.ru/cat.php?id_user=12297120&deal_type=sale&flat=yes&engine_version=2
26 500 000 ₽452 991 ₽/м²,2,58.5 м²,15/25,Москва,"2-комн. квартира, 58,5 м², 15/25 этаж",https://www.cian.ru/cat.php?id_user=12696435&deal_type=sale&flat=yes&engine_version=2
26 500 000 ₽361 528 ₽/м²,3,73.3 м²,8/16,Москва,"3-комн. квартира, 73,3 м², 8/16 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
26 500 000 ₽485 348 ₽/м²,3,54.6 м²,27/38,Москва,"3-комн. квартира, 54,6 м², 27/38 этаж",https://www.cian.ru/cat.php?id_user=64260&deal_type=sale&flat=yes&engine_version=2
26 500 000 ₽307 068 ₽/м²,3,86.3 м²,2/6,Москва,"3-к. квартира, 86,3 м², 2/6 эт.",https://www.cian.ru/cat.php?id_user=78134362&deal_type=sale&flat=yes&engine_version=2
26 990 000 ₽350 065 ₽/м²,2,77.1 м²,2/7,Москва,"2-комн. квартира, 77,1 м², 2/7 этаж",https://www.cian.ru/cat.php?id_user=15964027&deal_type=sale&flat=yes&engine_version=2
26 700 000 ₽620 930 ₽/м²,1,43 м²,2/18,Москва,"1-комн. апартаменты, 43 м², 2/18 этаж",https://www.cian.ru/cat.php?id_user=32261&deal_type=sale&flat=yes&engine_version=2
26 900 000 ₽533 730 ₽/м²,2,50.4 м²,2/10,Москва,"2-комн. квартира, 50,4 м², 2/10 этаж",https://www.cian.ru/cat.php?id_user=32261&deal_type=sale&flat=yes&engine_version=2
26 900 000 ₽364 993 ₽/м²,3,73.7 м²,16/17,Москва,"3-комн. квартира, 73,7 м², 16/17 этаж",https://www.cian.ru/cat.php?id_user=9679252&deal_type=sale&flat=yes&engine_version=2
26 800 000 ₽268 268 ₽/м²,4,99.9 м²,7/22,Москва,"4-комн. квартира, 99,9 м², 7/22 этаж",https://www.cian.ru/cat.php?id_user=9679252&deal_type=sale&flat=yes&engine_version=2
26 800 000 ₽396 450 ₽/м²,3,67.6 м²,15/17,Москва,"3-комн. квартира, 67,6 м², 15/17 этаж",https://www.cian.ru/cat.php?id_user=107948029&deal_type=sale&flat=yes&engine_version=2
26 799 000 ₽348 945 ₽/м²,3,76.8 м²,3/14,Москва,"3-комн. кв., 76.8 м², 3/14 эт",https://www.cian.ru/cat.php?id_user=11048289&deal_type=sale&flat=yes&engine_version=2
26 800 000 ₽360 700 ₽/м²,3,74.3 м²,1/5,Москва,3-комнатная квартира,https://www.cian.ru/cat.php?id_user=111992458&deal_type=sale&flat=yes&engine_version=2
27 200 000 ₽647 619 ₽/м²,2,42 м²,14/41,Москва,"2-комн. квартира, 42 м², 14/41 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
27 000 000 ₽207 692 ₽/м²,4,130 м²,6/9,Москва,"4-комн. квартира, 130 м², 6/9 этаж",https://www.cian.ru/cat.php?id_user=99896812&deal_type=sale&flat=yes&engine_version=2
27 000 000 ₽562 500 ₽/м²,2,48 м²,9/9,Москва,"2-комн. квартира, 48 м², 9/9 этаж",https://www.cian.ru/cat.php?id_user=10127440&deal_type=sale&flat=yes&engine_version=2
27 399 999 ₽652 381 ₽/м²,2,42 м²,6/10,Москва,"2-комн. квартира, 42 м², 6/10 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
27 500 000 ₽372 629 ₽/м²,3,73.8 м²,1/17,Москва,"3-комн. квартира, 73,8 м², 1/17 этаж",https://www.cian.ru/cat.php?id_user=86432482&deal_type=sale&flat=yes&engine_version=2
27 990 000 ₽682 683 ₽/м²,1,41 м²,3/51,Москва,"1-комн. квартира, 41 м², 3/51 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
27 900 000 ₽486 063 ₽/м²,2,57.4 м²,6/8,Москва,"2-комн. квартира, 57,4 м², 6/8 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
28 000 000 ₽649 652 ₽/м²,2,43.1 м²,4/14,Москва,"2-комн. квартира, 43,1 м², 4/14 этаж",https://www.cian.ru/cat.php?id_user=413522&deal_type=sale&flat=yes&engine_version=2
28 000 000 ₽654 206 ₽/м²,1,42.8 м²,15/19,Москва,"1-комн. апартаменты, 42,8 м², 15/19 этаж",https://www.cian.ru/cat.php?id_user=13407553&deal_type=sale&flat=yes&engine_version=2
27 990 000 ₽608 478 ₽/м²,2,46 м²,18/33,Москва,"2-комн. квартира, 46 м², 18/33 этаж",https://www.cian.ru/cat.php?id_user=12856048&deal_type=sale&flat=yes&engine_version=2
27 900 000 ₽465 000 ₽/м²,2,60 м²,12/14,Москва,"2-комн. квартира, 60 м², 12/14 этаж",https://www.cian.ru/cat.php?id_user=454&deal_type=sale&flat=yes&engine_version=2
28 350 000 ₽691 463 ₽/м²,2,41 м²,7/59,Москва,"2-комн. квартира, 41 м², 7/59 этаж",https://www.cian.ru/cat.php?id_user=21381&deal_type=sale&flat=yes&engine_version=2
28 500 000 ₽463 415 ₽/м²,3,61.5 м²,20/20,Москва,"3-комн. квартира, 61,5 м², 20/20 этаж",https://www.cian.ru/cat.php?id_user=86432482&deal_type=sale&flat=yes&engine_version=2
28 500 000 ₽625 000 ₽/м²,1,45.6 м²,16/42,Москва,"1-комн. квартира, 45,6 м², 16/42 этаж",https://www.cian.ru/cat.php?id_user=134796&deal_type=sale&flat=yes&engine_version=2
28 400 000 ₽728 205 ₽/м²,1,39 м²,18/22,Москва,"1-комн. кв., 39 м², 18/22 этаж",https://www.cian.ru/cat.php?id_user=11048289&deal_type=sale&flat=yes&engine_version=2
28 600 000 ₽665 116 ₽/м²,1,43 м²,10/38,Москва,"1-комн. квартира, 43 м², 10/38 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
28 900 000 ₽473 770 ₽/м²,2,61 м²,2/28,Москва,"2-комн. квартира, 61 м², 2/28 этаж",https://www.cian.ru/cat.php?id_user=17817&deal_type=sale&flat=yes&engine_version=2
28 700 000 ₽595 436 ₽/м²,2,48.2 м²,34/34,Москва,"2-комн. квартира, 48,2 м², 34/34 этаж",https://www.cian.ru/cat.php?id_user=12529436&deal_type=sale&flat=yes&engine_version=2
29 000 000 ₽390 310 ₽/м²,3,74.3 м²,3/17,Москва,"3-комн. квартира, 74,3 м², 3/17 этаж",https://www.cian.ru/cat.php?id_user=123860344&deal_type=sale&flat=yes&engine_version=2
29 200 000 ₽414 184 ₽/м²,2,70.5 м²,10/22,Москва,"2-комн. квартира, 70,5 м², 10/22 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
29 000 000 ₽365 239 ₽/м²,3,79.4 м²,13/22,Москва,"3-комн. квартира, 79,4 м², 13/22 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
29 000 000 ₽413 105 ₽/м²,3,70.2 м²,26/38,Москва,"3-комн. квартира, 70,2 м², 26/38 этаж",https://www.cian.ru/cat.php?id_user=17817&deal_type=sale&flat=yes&engine_version=2
29 000 000 ₽480 929 ₽/м²,2,60.3 м²,14/29,Москва,"2-комн. квартира, 60,3 м², 14/29 этаж",https://www.cian.ru/cat.php?id_user=86432482&deal_type=sale&flat=yes&engine_version=2
29 000 000 ₽483 333 ₽/м²,2,60 м²,5/14,Москва,"2-комн. квартира, 60 м², 5/14 этаж",https://www.cian.ru/cat.php?id_user=89915137&deal_type=sale&flat=yes&engine_version=2
29 500 000 ₽453 846 ₽/м²,3,65 м²,4/16,Москва,"3-комн. квартира, 65 м², 4/16 этаж",https://www.cian.ru/cat.php?id_user=14995&deal_type=sale&flat=yes&engine_version=2
29 499 000 ₽476 559 ₽/м²,2,61.9 м²,3/23,Москва,"2-комн. квартира, 61,9 м², 3/23 этаж",https://www.cian.ru/cat.php?id_user=454&deal_type=sale&flat=yes&engine_version=2
29 500 000 ₽483 607 ₽/м²,2,61 м²,2/23,Москва,"2-комн. квартира, 61 м², 2/23 этаж",https://www.cian.ru/cat.php?id_user=167060&deal_type=sale&flat=yes&engine_version=2
29 400 000 ₽506 897 ₽/м²,2,58 м²,3/8,Москва,"2-комн. квартира, 58 м², 3/8 этаж",https://www.cian.ru/cat.php?id_user=32261&deal_type=sale&flat=yes&engine_version=2
29 500 000 ₽431 918 ₽/м²,3,68.3 м²,5/8,Москва,"3-комн. кв., 68,3 м², 5/8 этаж",https://www.cian.ru/cat.php?id_user=11048289&deal_type=sale&flat=yes&engine_version=2
29 650 000 ₽553 172 ₽/м²,3,53.6 м²,6/8,Москва,"3-комн. квартира, 53,6 м², 6/8 этаж",https://www.cian.ru/cat.php?id_user=555841&deal_type=sale&flat=yes&engine_version=2
29 990 000 ₽588 039 ₽/м²,2,51 м²,10/21,Москва,"2-комн. квартира, 51 м², 10/21 этаж",https://www.cian.ru/cat.php?id_user=47921104&deal_type=sale&flat=yes&engine_version=2
30 000 000 ₽724 638 ₽/м²,1,41.4 м²,5/24,Москва,"1-комн. квартира, 41,4 м², 5/24 этаж",https://www.cian.ru/cat.php?id_user=13407553&deal_type=sale&flat=yes&engine_version=2
30 000 000 ₽731 707 ₽/м²,1,41 м²,11/22,Москва,"1-комн. квартира, 41 м², 11/22 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
30 000 000 ₽705 882 ₽/м²,2,42.5 м²,4/7,Москва,"2-комн. квартира, 42,5 м², 4/7 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
30 000 000 ₽539 568 ₽/м²,1,55.6 м²,10/19,Москва,"1-комн. квартира, 55,6 м², 10/19 этаж",https://www.cian.ru/cat.php?id_user=96955&deal_type=sale&flat=yes&engine_version=2
29 900 000 ₽293 137 ₽/м²,4,102 м²,13/22,Москва,"4-комн. квартира, 102 м², 13/22 этаж",https://www.cian.ru/cat.php?id_user=15561797&deal_type=sale&flat=yes&engine_version=2
29 990 000 ₽410 822 ₽/м²,3,73 м²,6/8,Москва,"3-комн. квартира, 73 м², 6/8 этаж",https://www.cian.ru/cat.php?id_user=53500&deal_type=sale&flat=yes&engine_version=2
29 950 000 ₽408 038 ₽/м²,2,73.4 м²,5/9,Москва,"2-комн. квартира, 73,4 м², 5/9 этаж",https://www.cian.ru/cat.php?id_user=86432482&deal_type=sale&flat=yes&engine_version=2
29 990 000 ₽508 305 ₽/м²,2,59 м²,24/47,Москва,"2-комн. квартира, 59 м², 24/47 этаж",https://www.cian.ru/cat.php?id_user=86432482&deal_type=sale&flat=yes&engine_version=2
29 990 000 ₽391 004 ₽/м²,3,76.7 м²,7/22,Москва,"3-комн. квартира, 76,7 м², 7/22 этаж",https://www.cian.ru/cat.php?id_user=86432482&deal_type=sale&flat=yes&engine_version=2
29 990 000 ₽527 993 ₽/м²,2,56.8 м²,15/16,Москва,"2-комн. квартира, 56,8 м², 15/16 этаж",https://www.cian.ru/cat.php?id_user=32261&deal_type=sale&flat=yes&engine_version=2
30 000 000 ₽937 500 ₽/м²,1,32 м²,51/54,Москва,"1-комн. квартира, 32 м², 51/54 этаж",https://www.cian.ru/cat.php?id_user=454&deal_type=sale&flat=yes&engine_version=2
30 000 000 ₽356 718 ₽/м²,2,84.1 м²,6/25,Москва,"2-комн. квартира, 84,1 м², 6/25 этаж",https://www.cian.ru/cat.php?id_user=99896812&deal_type=sale&flat=yes&engine_version=2
29 990 000 ₽363 515 ₽/м²,3,82.5 м²,7/8,Москва,"3-комн. квартира, 82,5 м², 7/8 этаж",https://www.cian.ru/cat.php?id_user=32261&deal_type=sale&flat=yes&engine_version=2
29 900 000 ₽362 424 ₽/м²,4,82.5 м²,4/5,Москва,"4-комн. квартира, 82,5 м², 4/5 этаж",https://www.cian.ru/cat.php?id_user=32261&deal_type=sale&flat=yes&engine_version=2
30 000 000 ₽417 246 ₽/м²,2,71.9 м²,9/9,Москва,"2-комн. апартаменты, 71,9 м², 9/9 этаж",https://www.cian.ru/cat.php?id_user=13460140&deal_type=sale&flat=yes&engine_version=2
30 000 000 ₽750 000 ₽/м²,2,40 м²,3/5,Москва,"2-комн. апартаменты, 40 м², 3/5 этаж",https://www.cian.ru/cat.php?id_user=111992458&deal_type=sale&flat=yes&engine_version=2
